t,S
28-Sep-1960,551.83
29-Sep-1960,554.06
30-Sep-1960,551.23
03-Oct-1960,548.18
04-Oct-1960,539.41
05-Oct-1960,549.6
06-Oct-1960,563.88
07-Oct-1960,566.37
10-Oct-1960,561.24
11-Oct-1960,557.56
12-Oct-1960,564.1
13-Oct-1960,565.07
14-Oct-1960,567.9
17-Oct-1960,567.56
18-Oct-1960,559.45
19-Oct-1960,545.58
20-Oct-1960,545.62
21-Oct-1960,542.49
24-Oct-1960,545.58
25-Oct-1960,549.26
26-Oct-1960,548.15
27-Oct-1960,551.68
28-Oct-1960,546.1
31-Oct-1960,543.09
01-Nov-1960,545.1
02-Nov-1960,547.85
03-Nov-1960,551.57
04-Nov-1960,557.37
07-Nov-1960,563.66
08-Nov-1960,561.76
09-Nov-1960,562.76
10-Nov-1960,564.88
11-Nov-1960,563.14
14-Nov-1960,551.72
15-Nov-1960,538.85
17-Nov-1960,539.89
18-Nov-1960,529.51
21-Nov-1960,520.96
22-Nov-1960,518.32
23-Nov-1960,518.91
24-Nov-1960,531.71
25-Nov-1960,538.22
28-Nov-1960,536.47
29-Nov-1960,533.19
30-Nov-1960,538.44
01-Dec-1960,543.31
02-Dec-1960,548.33
05-Dec-1960,540.78
06-Dec-1960,541.01
07-Dec-1960,543.16
08-Dec-1960,541.94
09-Dec-1960,536.99
12-Dec-1960,532.9
13-Dec-1960,532.41
14-Dec-1960,527.69
15-Dec-1960,520.14
16-Dec-1960,517.2
19-Dec-1960,525.12
20-Dec-1960,533.42
21-Dec-1960,532.53
22-Dec-1960,525.94
23-Dec-1960,531.45
26-Dec-1960,531.34
27-Dec-1960,526.09
28-Dec-1960,530.33
29-Dec-1960,534.09
02-Jan-1961,536.32
03-Jan-1961,527.24
04-Jan-1961,527.36
05-Jan-1961,531.22
06-Jan-1961,526.39
09-Jan-1961,523.45
10-Jan-1961,524.98
11-Jan-1961,523.19
12-Jan-1961,515.23
13-Jan-1961,514.86
16-Jan-1961,518.58
17-Jan-1961,523.71
18-Jan-1961,526.43
19-Jan-1961,533.6
20-Jan-1961,536.88
23-Jan-1961,537.77
24-Jan-1961,536.91
25-Jan-1961,536.06
26-Jan-1961,533.53
27-Jan-1961,531.78
30-Jan-1961,533.72
31-Jan-1961,531.78
01-Feb-1961,527.58
02-Feb-1961,524.72
03-Feb-1961,518.91
06-Feb-1961,508.68
07-Feb-1961,512.03
08-Feb-1961,518.47
09-Feb-1961,524.42
10-Feb-1961,522.71
13-Feb-1961,526.2
14-Feb-1961,525.76
15-Feb-1961,526.98
16-Feb-1961,526.39
17-Feb-1961,522.97
20-Feb-1961,525.5
21-Feb-1961,531.26
22-Feb-1961,535.43
23-Feb-1961,536.21
24-Feb-1961,536.13
27-Feb-1961,537.62
28-Feb-1961,539.18
01-Mar-1961,539.96
02-Mar-1961,543.05
03-Mar-1961,548.07
06-Mar-1961,518.43
07-Mar-1961,535.39
08-Mar-1961,532.93
09-Mar-1961,532.49
10-Mar-1961,531.93
13-Mar-1961,527.1
14-Mar-1961,527.28
15-Mar-1961,524.64
16-Mar-1961,527.91
17-Mar-1961,527.13
20-Mar-1961,525.31
21-Mar-1961,519.88
22-Mar-1961,518.76
23-Mar-1961,515.34
24-Mar-1961,517.83
27-Mar-1961,520.74
28-Mar-1961,527.69
29-Mar-1961,533.49
30-Mar-1961,536.24
04-Apr-1961,541.6
05-Apr-1961,540.34
06-Apr-1961,540.82
07-Apr-1961,540.56
10-Apr-1961,543.57
11-Apr-1961,541.67
12-Apr-1961,539.52
13-Apr-1961,541.01
14-Apr-1961,544.13
17-Apr-1961,543.09
18-Apr-1961,542.2
19-Apr-1961,539.18
20-Apr-1961,539.03
21-Apr-1961,539.96
24-Apr-1961,533.9
25-Apr-1961,536.77
26-Apr-1961,540.3
27-Apr-1961,542.16
28-Apr-1961,541.67
02-May-1961,544.13
03-May-1961,544.91
04-May-1961,546.1
05-May-1961,547.25
08-May-1961,549.78
09-May-1961,550.86
10-May-1961,550.82
12-May-1961,550.97
15-May-1961,555.77
16-May-1961,563.95
17-May-1961,567.34
18-May-1961,567.9
19-May-1961,572.77
23-May-1961,579.05
24-May-1961,579.46
25-May-1961,576.45
26-May-1961,570.98
29-May-1961,568.04
30-May-1961,571.28
31-May-1961,572.51
02-Jun-1961,578.38
05-Jun-1961,587.24
06-Jun-1961,591.48
07-Jun-1961,583.48
08-Jun-1961,581.95
09-Jun-1961,581.17
12-Jun-1961,571.47
13-Jun-1961,577.68
14-Jun-1961,582.48
15-Jun-1961,579.57
16-Jun-1961,578.79
19-Jun-1961,573.7
20-Jun-1961,568.71
21-Jun-1961,572.66
22-Jun-1961,567.41
23-Jun-1961,559.42
26-Jun-1961,553.84
27-Jun-1961,546.29
28-Jun-1961,558.3
29-Jun-1961,554.58
30-Jun-1961,554.1
03-Jul-1961,545.06
04-Jul-1961,542.68
05-Jul-1961,547.4
06-Jul-1961,545.1
07-Jul-1961,545.58
10-Jul-1961,534.39
11-Jul-1961,530.18
12-Jul-1961,528.58
13-Jul-1961,536.43
14-Jul-1961,534.61
17-Jul-1961,539.22
18-Jul-1961,527.91
19-Jul-1961,514.34
20-Jul-1961,498.87
21-Jul-1961,500.02
24-Jul-1961,520.44
25-Jul-1961,531.37
26-Jul-1961,528.25
27-Jul-1961,526.46
28-Jul-1961,526.91
31-Jul-1961,525.35
01-Aug-1961,526.2
02-Aug-1961,535.61
03-Aug-1961,542.9
04-Aug-1961,540.11
07-Aug-1961,526.8
08-Aug-1961,537.99
09-Aug-1961,531.41
10-Aug-1961,528.32
11-Aug-1961,528.47
14-Aug-1961,514.34
15-Aug-1961,516.64
16-Aug-1961,515.16
17-Aug-1961,519.4
18-Aug-1961,519.95
21-Aug-1961,516.9
22-Aug-1961,508.61
23-Aug-1961,495.04
24-Aug-1961,471.01
25-Aug-1961,475.21
28-Aug-1961,489.98
29-Aug-1961,492.95
30-Aug-1961,484.03
31-Aug-1961,474.88
01-Sep-1961,474.69
04-Sep-1961,470.12
05-Sep-1961,464.69
06-Sep-1961,455.98
07-Sep-1961,464.09
08-Sep-1961,470.86
11-Sep-1961,478.56
12-Sep-1961,488.94
13-Sep-1961,493.81
14-Sep-1961,488.71
15-Sep-1961,495.52
18-Sep-1961,482.09
19-Sep-1961,483.65
20-Sep-1961,486.85
21-Sep-1961,490.57
22-Sep-1961,487.08
25-Sep-1961,481.61
26-Sep-1961,483.13
27-Sep-1961,479.94
28-Sep-1961,477.07
29-Sep-1961,477.41
02-Oct-1961,481.16
03-Oct-1961,481.53
04-Oct-1961,479.34
05-Oct-1961,479.79
06-Oct-1961,479.56
09-Oct-1961,477.55
10-Oct-1961,481.61
11-Oct-1961,483.88
12-Oct-1961,479.34
13-Oct-1961,478.3
16-Oct-1961,474.5
17-Oct-1961,481.31
18-Oct-1961,487.82
19-Oct-1961,488.97
20-Oct-1961,489.68
23-Oct-1961,494.81
24-Oct-1961,496.23
25-Oct-1961,499.46
26-Oct-1961,497.27
27-Oct-1961,495.04
30-Oct-1961,500.43
31-Oct-1961,501.58
01-Nov-1961,501.51
02-Nov-1961,503.96
03-Nov-1961,501.88
06-Nov-1961,507.46
07-Nov-1961,511.36
08-Nov-1961,513.26
09-Nov-1961,514.12
10-Nov-1961,523.52
13-Nov-1961,530.81
14-Nov-1961,528.06
15-Nov-1961,529.62
16-Nov-1961,518.62
17-Nov-1961,515.12
20-Nov-1961,510.25
21-Nov-1961,511.77
23-Nov-1961,510.99
24-Nov-1961,511.21
27-Nov-1961,510.17
28-Nov-1961,507.2
29-Nov-1961,506.9
30-Nov-1961,509.95
01-Dec-1961,506.83
04-Dec-1961,497.68
05-Dec-1961,498.9
06-Dec-1961,500.17
07-Dec-1961,498.42
08-Dec-1961,500.5
11-Dec-1961,495.48
12-Dec-1961,492.28
13-Dec-1961,491.13
14-Dec-1961,486.03
15-Dec-1961,489.2
18-Dec-1961,485.66
19-Dec-1961,490.39
20-Dec-1961,489.23
21-Dec-1961,489.31
22-Dec-1961,490.39
27-Dec-1961,486.85
28-Dec-1961,487.45
29-Dec-1961,489.79
02-Jan-1962,494.7
03-Jan-1962,491.43
04-Jan-1962,483.54
05-Jan-1962,482.28
08-Jan-1962,474.13
09-Jan-1962,473.72
10-Jan-1962,481.79
11-Jan-1962,484.7
12-Jan-1962,488.68
15-Jan-1962,490.61
16-Jan-1962,490.83
17-Jan-1962,488.56
18-Jan-1962,485.14
19-Jan-1962,483.65
22-Jan-1962,479.12
23-Jan-1962,478.26
24-Jan-1962,482.76
25-Jan-1962,480.34
26-Jan-1962,478.6
29-Jan-1962,477.89
30-Jan-1962,476.4
31-Jan-1962,478.37
01-Feb-1962,481.91
02-Feb-1962,479.23
05-Feb-1962,476.07
06-Feb-1962,470.38
07-Feb-1962,471.23
08-Feb-1962,473.91
09-Feb-1962,475.99
12-Feb-1962,476.77
13-Feb-1962,480.6
14-Feb-1962,479.56
15-Feb-1962,478.86
16-Feb-1962,476.89
19-Feb-1962,474.77
20-Feb-1962,475.4
21-Feb-1962,474.58
22-Feb-1962,473.28
23-Feb-1962,472.42
26-Feb-1962,471.98
27-Feb-1962,469.45
28-Feb-1962,473.09
01-Mar-1962,474.36
02-Mar-1962,477.96
05-Mar-1962,479.23
06-Mar-1962,481.24
07-Mar-1962,478.63
08-Mar-1962,474.91
09-Mar-1962,475.58
12-Mar-1962,474.91
13-Mar-1962,477.63
14-Mar-1962,479.6
15-Mar-1962,478.22
16-Mar-1962,475.88
19-Mar-1962,474.21
20-Mar-1962,468.89
21-Mar-1962,467.48
22-Mar-1962,460.37
23-Mar-1962,454.76
26-Mar-1962,444.68
27-Mar-1962,452.67
28-Mar-1962,461.19
29-Mar-1962,464.43
30-Mar-1962,466.99
02-Apr-1962,470.82
03-Apr-1962,467.03
04-Apr-1962,462.94
05-Apr-1962,453.53
06-Apr-1962,452.52
09-Apr-1962,454.72
10-Apr-1962,450.81
11-Apr-1962,448.95
12-Apr-1962,456.43
13-Apr-1962,456.39
16-Apr-1962,452.78
17-Apr-1962,450.4
18-Apr-1962,453.64
19-Apr-1962,457.28
24-Apr-1962,458.59
25-Apr-1962,453.31
26-Apr-1962,451.52
27-Apr-1962,449.51
30-Apr-1962,448.43
02-May-1962,447.43
03-May-1962,444.27
04-May-1962,446.65
07-May-1962,448.58
08-May-1962,446.13
09-May-1962,438.24
10-May-1962,425.19
11-May-1962,434.45
14-May-1962,425.04
15-May-1962,419.98
16-May-1962,416.6
18-May-1962,411.61
21-May-1962,410.79
22-May-1962,410.09
23-May-1962,407.56
24-May-1962,398.89
25-May-1962,398.3
28-May-1962,381.97
29-May-1962,354.41
30-May-1962,399.6
01-Jun-1962,406.26
04-Jun-1962,401.16
05-Jun-1962,394.69
06-Jun-1962,401.5
07-Jun-1962,400.27
08-Jun-1962,401.68
12-Jun-1962,397.55
13-Jun-1962,392.76
14-Jun-1962,391.01
15-Jun-1962,386.77
18-Jun-1962,391.6
19-Jun-1962,388.96
20-Jun-1962,386.21
22-Jun-1962,378.44
25-Jun-1962,366.72
26-Jun-1962,364.19
27-Jun-1962,356.9
28-Jun-1962,362.37
29-Jun-1962,374.68
02-Jul-1962,371.85
03-Jul-1962,382.3
04-Jul-1962,393.5
05-Jul-1962,391.86
06-Jul-1962,388.11
09-Jul-1962,383.94
10-Jul-1962,399.49
11-Jul-1962,392.23
12-Jul-1962,397.48
13-Jul-1962,396.21
16-Jul-1962,390.86
17-Jul-1962,390.67
18-Jul-1962,385.95
19-Jul-1962,387.33
20-Jul-1962,387.85
23-Jul-1962,380.74
24-Jul-1962,377.28
25-Jul-1962,373.79
26-Jul-1962,368.54
27-Jul-1962,366.79
30-Jul-1962,362.44
31-Jul-1962,360.73
01-Aug-1962,366.65
02-Aug-1962,359.13
03-Aug-1962,354.89
06-Aug-1962,349.09
07-Aug-1962,342.58
08-Aug-1962,345.89
09-Aug-1962,357.94
10-Aug-1962,370.51
13-Aug-1962,373.3
14-Aug-1962,378.32
15-Aug-1962,390.52
16-Aug-1962,394.21
17-Aug-1962,381.71
20-Aug-1962,376.54
21-Aug-1962,380.07
22-Aug-1962,387.29
23-Aug-1962,383.83
24-Aug-1962,380
27-Aug-1962,381.08
28-Aug-1962,383.05
29-Aug-1962,382.42
30-Aug-1962,384.94
31-Aug-1962,383.09
03-Sep-1962,382.04
04-Sep-1962,380.63
05-Sep-1962,377.62
06-Sep-1962,374.64
07-Sep-1962,375.76
10-Sep-1962,372.93
11-Sep-1962,373.94
12-Sep-1962,375.72
13-Sep-1962,375.2
14-Sep-1962,373.68
17-Sep-1962,373.56
18-Sep-1962,372.63
19-Sep-1962,369.29
20-Sep-1962,365.27
21-Sep-1962,362.7
24-Sep-1962,356.75
25-Sep-1962,354.82
26-Sep-1962,361.36
27-Sep-1962,353.81
28-Sep-1962,354.52
01-Oct-1962,354.04
02-Oct-1962,349.2
03-Oct-1962,349.09
04-Oct-1962,344.78
05-Oct-1962,341.24
08-Oct-1962,339.24
09-Oct-1962,336.71
10-Oct-1962,333.1
11-Oct-1962,326.33
12-Oct-1962,319.86
15-Oct-1962,319.89
16-Oct-1962,334.92
17-Oct-1962,335
18-Oct-1962,340.35
19-Oct-1962,346.86
22-Oct-1962,334.92
23-Oct-1962,324.58
24-Oct-1962,316.62
25-Oct-1962,333.54
26-Oct-1962,333.92
29-Oct-1962,358.2
30-Oct-1962,353.44
31-Oct-1962,349.57
01-Nov-1962,346.26
02-Nov-1962,348.24
05-Nov-1962,350.06
06-Nov-1962,355.45
07-Nov-1962,356.75
08-Nov-1962,357.12
09-Nov-1962,358.43
12-Nov-1962,365.83
13-Nov-1962,363.63
14-Nov-1962,356.72
15-Nov-1962,362.78
16-Nov-1962,359.47
19-Nov-1962,361.29
20-Nov-1962,366.65
22-Nov-1962,382.6
23-Nov-1962,386.69
26-Nov-1962,393.09
27-Nov-1962,389.22
28-Nov-1962,398.71
29-Nov-1962,400.19
30-Nov-1962,404.14
03-Dec-1962,402.8
04-Dec-1962,390.93
05-Dec-1962,397.55
06-Dec-1962,400.42
07-Dec-1962,397.63
10-Dec-1962,393.65
11-Dec-1962,391.19
12-Dec-1962,393.2
13-Dec-1962,390.9
14-Dec-1962,385.13
17-Dec-1962,389.26
18-Dec-1962,384.94
19-Dec-1962,380.22
20-Dec-1962,387.1
21-Dec-1962,388.96
24-Dec-1962,387.88
27-Dec-1962,387.66
28-Dec-1962,383.9
31-Dec-1962,386.32
02-Jan-1963,383.46
03-Jan-1963,379.25
04-Jan-1963,382.08
07-Jan-1963,377.47
08-Jan-1963,374.01
09-Jan-1963,372.15
10-Jan-1963,368.51
11-Jan-1963,370.66
14-Jan-1963,364.56
15-Jan-1963,361.85
16-Jan-1963,365.42
17-Jan-1963,369.1
18-Jan-1963,371.63
21-Jan-1963,369.44
22-Jan-1963,370.44
23-Jan-1963,373.71
24-Jan-1963,371.11
25-Jan-1963,370.37
28-Jan-1963,370.25
29-Jan-1963,370.81
30-Jan-1963,366.68
31-Jan-1963,367.02
01-Feb-1963,367.35
04-Feb-1963,367.46
05-Feb-1963,366.98
06-Feb-1963,366.39
07-Feb-1963,367.5
08-Feb-1963,364.6
11-Feb-1963,362.15
12-Feb-1963,360.14
13-Feb-1963,361.07
14-Feb-1963,363.67
15-Feb-1963,362.96
18-Feb-1963,358.8
19-Feb-1963,357.53
20-Feb-1963,354.71
21-Feb-1963,350.24
22-Feb-1963,349.61
25-Feb-1963,346.67
26-Feb-1963,347.49
27-Feb-1963,350.91
28-Feb-1963,349.57
01-Mar-1963,348.83
04-Mar-1963,348.79
05-Mar-1963,352.22
06-Mar-1963,352.88
07-Mar-1963,357.35
08-Mar-1963,364.86
11-Mar-1963,362.15
12-Mar-1963,358.65
13-Mar-1963,359.24
14-Mar-1963,359.02
15-Mar-1963,358.02
18-Mar-1963,357.09
19-Mar-1963,359.02
20-Mar-1963,360.58
21-Mar-1963,360.77
22-Mar-1963,360.06
25-Mar-1963,362.22
26-Mar-1963,363.56
27-Mar-1963,364.3
28-Mar-1963,364.9
29-Mar-1963,364.19
01-Apr-1963,363.86
02-Apr-1963,367.61
03-Apr-1963,365.98
04-Apr-1963,368.28
05-Apr-1963,370.96
08-Apr-1963,373.64
09-Apr-1963,372.49
10-Apr-1963,373.79
11-Apr-1963,376.65
16-Apr-1963,378.73
17-Apr-1963,377.21
18-Apr-1963,375.91
19-Apr-1963,379.92
22-Apr-1963,381.3
23-Apr-1963,381.86
24-Apr-1963,381.11
25-Apr-1963,382.97
26-Apr-1963,383.23
29-Apr-1963,382.16
30-Apr-1963,380.63
02-May-1963,380.67
03-May-1963,388.18
06-May-1963,393.16
07-May-1963,405.48
08-May-1963,410.83
09-May-1963,419.24
10-May-1963,426.23
13-May-1963,442.56
14-May-1963,437.24
15-May-1963,428.35
16-May-1963,436.61
17-May-1963,433.78
20-May-1963,426.86
21-May-1963,417.12
22-May-1963,426.19
24-May-1963,430.32
27-May-1963,428.68
28-May-1963,425.22
29-May-1963,427.98
30-May-1963,432.03
31-May-1963,437.05
04-Jun-1963,437.5
05-Jun-1963,434.63
07-Jun-1963,431.44
10-Jun-1963,426.41
11-Jun-1963,431.4
12-Jun-1963,434.56
14-Jun-1963,434.23
18-Jun-1963,432.59
19-Jun-1963,433.89
20-Jun-1963,433.22
21-Jun-1963,432.77
24-Jun-1963,431.4
25-Jun-1963,428.46
26-Jun-1963,427.16
27-Jun-1963,423.48
28-Jun-1963,423.4
01-Jul-1963,423.96
02-Jul-1963,419.98
03-Jul-1963,422.14
04-Jul-1963,425.71
05-Jul-1963,428.5
08-Jul-1963,428.39
09-Jul-1963,427.72
10-Jul-1963,427.6
11-Jul-1963,428.46
12-Jul-1963,432.77
15-Jul-1963,431.51
16-Jul-1963,431.62
17-Jul-1963,435.04
18-Jul-1963,435.38
19-Jul-1963,425.08
22-Jul-1963,421.99
23-Jul-1963,424.7
24-Jul-1963,430.02
25-Jul-1963,431.44
26-Jul-1963,433.85
29-Jul-1963,435.82
30-Jul-1963,434.3
31-Jul-1963,433
01-Aug-1963,431.25
02-Aug-1963,431.99
05-Aug-1963,430.84
06-Aug-1963,433.44
07-Aug-1963,434
08-Aug-1963,435.94
09-Aug-1963,437.83
12-Aug-1963,439.73
13-Aug-1963,446.2
14-Aug-1963,448.99
15-Aug-1963,448.69
16-Aug-1963,448.77
19-Aug-1963,451.33
20-Aug-1963,454.46
21-Aug-1963,455.05
22-Aug-1963,452.56
26-Aug-1963,450.59
27-Aug-1963,448.66
28-Aug-1963,448.95
29-Aug-1963,451.26
30-Aug-1963,453.23
02-Sep-1963,453.64
03-Sep-1963,456.21
04-Sep-1963,458.29
05-Sep-1963,459.4
06-Sep-1963,462.53
09-Sep-1963,464.35
10-Sep-1963,462.6
11-Sep-1963,459.93
12-Sep-1963,456.28
13-Sep-1963,456.84
16-Sep-1963,454.38
17-Sep-1963,455.65
18-Sep-1963,457.32
19-Sep-1963,456.65
20-Sep-1963,457.99
23-Sep-1963,457.55
24-Sep-1963,454.57
25-Sep-1963,455.57
26-Sep-1963,453.71
27-Sep-1963,450.81
30-Sep-1963,452.15
01-Oct-1963,455.91
02-Oct-1963,457.28
03-Oct-1963,454.38
04-Oct-1963,453.42
07-Oct-1963,451.37
08-Oct-1963,450.48
09-Oct-1963,451.45
10-Oct-1963,448.36
11-Oct-1963,448.8
14-Oct-1963,443.9
15-Oct-1963,442.67
16-Oct-1963,443.3
17-Oct-1963,443.86
18-Oct-1963,445.27
21-Oct-1963,444.79
22-Oct-1963,440.77
23-Oct-1963,437.98
24-Oct-1963,431.44
